hour_of_day,day_of_week,month,is_weekend,is_vacation,is_exam_period,outside_temperature,humidity,occupancy_count,energy_consumption_kwh,timestamp,hour,day,weekday,month_dt,lag_1,lag_2,lag_3,lag_4,lag_8,roll_mean_3,roll_mean_8
18,5,1970-01-01 00:00:00.000000002,False,0,0,7.151723555918177,61.720371303015355,90,109.58344785920843,2020-02-04 18:00:00,18,4,1,2,81.45470553137447,83.87475082382488,71.74791762656012,104.10328867095733,113.95024317393366,79.02579132725316,100.01554625014091
21,5,1970-01-01 00:00:00.000000002,False,0,0,2.0084158101290823,83.89480272415017,90,124.14324311227465,2020-02-04 21:00:00,21,4,1,2,109.58344785920843,81.45470553137447,83.87475082382488,71.74791762656012,146.15498411101115,91.63763473813593,99.46969683580025
0,6,1970-01-01 00:00:00.000000002,False,0,0,1.820448208562524,86.04260303073883,95,97.9938814157403,2020-02-05 00:00:00,0,5,2,2,124.14324311227465,109.58344785920843,81.45470553137447,83.87475082382488,103.84208005553016,105.06046550095253,96.71822921095819
3,6,1970-01-01 00:00:00.000000002,False,0,0,1.7220400738500237,79.17512630609646,113,89.77883243717649,2020-02-05 03:00:00,3,5,2,2,97.9938814157403,124.14324311227465,109.58344785920843,81.45470553137447,94.99640000793548,110.57352412907447,95.98720438098447
6,6,1970-01-01 00:00:00.000000002,False,0,0,6.957513670478171,72.23613524176696,112,94.14211250242845,2020-02-05 06:00:00,6,5,2,2,89.77883243717649,97.9938814157403,124.14324311227465,109.58344785920843,104.10328867095733,103.9719856550638,95.33500843463958
9,6,1970-01-01 00:00:00.000000002,False,0,0,9.691871856482392,57.39152750625502,47,72.08814043125285,2020-02-05 09:00:00,9,5,2,2,94.14211250242845,89.77883243717649,97.9938814157403,124.14324311227465,71.74791762656012,93.97160878511507,94.08986141357349
12,6,1970-01-01 00:00:00.000000002,False,0,0,9.714532354531975,67.66117772427339,43,85.74794809321044,2020-02-05 12:00:00,12,5,2,2,72.08814043125285,94.14211250242845,89.77883243717649,97.9938814157403,83.87475082382488,85.33636179028592,94.13238926416007
15,6,1970-01-01 00:00:00.000000002,False,0,0,7.9787644053900415,70.98708369655972,51,87.21147709254645,2020-02-05 15:00:00,15,5,2,2,85.74794809321044,72.08814043125285,94.14211250242845,89.77883243717649,81.45470553137447,83.99273367563057,94.36653892283326
18,6,1970-01-01 00:00:00.000000002,False,0,0,7.273635865725613,69.05204153917377,97,113.87213357091002,2020-02-05 18:00:00,18,5,2,2,87.21147709254645,85.74794809321044,72.08814043125285,94.14211250242845,109.58344785920843,81.68252187233658,95.08613536797976
21,6,1970-01-01 00:00:00.000000002,False,0,0,3.0107380045426018,77.24352398824999,89,123.05100563769751,2020-02-05 21:00:00,21,5,2,2,113.87213357091002,87.21147709254645,85.74794809321044,72.08814043125285,124.14324311227465,95.61051958555565,95.62222108194246
0,0,1970-01-01 00:00:00.000000002,False,0,0,0.2673530104401118,81.95208358428293,114,107.4720866551616,2020-02-06 00:00:00,0,6,3,2,123.05100563769751,113.87213357091002,87.21147709254645,85.74794809321044,97.9938814157403,108.04487210038467,95.48569139762031
3,0,1970-01-01 00:00:00.000000002,False,0,0,0.3788209356918455,84.90479175286062,143,108.24989979498012,2020-02-06 03:00:00,3,6,3,2,107.4720866551616,123.05100563769751,113.87213357091002,87.21147709254645,89.77883243717649,114.79840862125639,96.67046705254798
6,0,1970-01-01 00:00:00.000000002,False,0,0,4.01130724517836,78.84865004731314,139,108.77470610026752,2020-02-06 06:00:00,6,6,3,2,108.24989979498012,107.4720866551616,123.05100563769751,113.87213357091002,94.14211250242845,112.92433069594642,98.97935047227344
9,0,1970-01-01 00:00:00.000000002,False,0,0,9.128272409128002,72.58097263109114,64,75.48940526837308,2020-02-06 09:00:00,9,6,3,2,108.77470610026752,108.24989979498012,107.4720866551616,123.05100563769751,72.08814043125285,108.16556418346975,100.80842467200331
12,0,1970-01-01 00:00:00.000000002,False,0,0,9.757620478674976,69.28618981260597,60,86.0627147508949,2020-02-06 12:00:00,12,6,3,2,75.48940526837308,108.77470610026752,108.24989979498012,107.4720866551616,85.74794809321044,97.50467038787356,101.23358277664335
15,0,1970-01-01 00:00:00.000000002,False,0,0,10.5963494163826,71.12610180200511,57,91.45232182143047,2020-02-06 15:00:00,15,6,3,2,86.0627147508949,75.48940526837308,108.77470610026752,108.24989979498012,87.21147709254645,90.10894203984516,101.2729286088539
18,0,1970-01-01 00:00:00.000000002,False,0,0,6.849658893850182,67.93720765621737,129,120.93616332539648,2020-02-06 18:00:00,18,6,3,2,91.45232182143047,86.0627147508949,75.48940526837308,108.77470610026752,113.87213357091002,84.33481394689949,101.8030341999644
21,0,1970-01-01 00:00:00.000000002,False,0,0,2.0952851579357548,92.0140010785674,111,107.52881743926682,2020-02-06 21:00:00,21,6,3,2,120.93616332539648,91.45232182143047,86.0627147508949,75.48940526837308,123.05100563769751,99.48373329924061,102.68603791927521
0,1,1970-01-01 00:00:00.000000002,False,0,0,1.2188114028727195,88.50223736867528,119,109.83827298194744,2020-02-07 00:00:00,0,7,4,2,107.52881743926682,120.93616332539648,91.45232182143047,86.0627147508949,107.4720866551616,106.63910086203127,100.74576439447138
3,1,1970-01-01 00:00:00.000000002,False,0,0,3.615618972278047,76.82823548934073,137,91.1757333282601,2020-02-07 03:00:00,3,7,4,2,109.83827298194744,107.52881743926682,120.93616332539648,91.45232182143047,108.24989979498012,112.76775124887024,101.0415376853196
6,1,1970-01-01 00:00:00.000000002,False,0,0,6.444226410382696,75.47754352021043,137,111.48415555593212,2020-02-07 06:00:00,6,7,4,2,91.1757333282601,109.83827298194744,107.52881743926682,120.93616332539648,108.77470610026752,102.84760791649144,98.90726687697959
9,1,1970-01-01 00:00:00.000000002,False,0,0,10.16179608922629,64.4941978599136,69,87.32586184036104,2020-02-07 09:00:00,9,7,4,2,111.48415555593212,91.1757333282601,109.83827298194744,107.52881743926682,75.48940526837308,104.16605395537988,99.24594805893767
12,1,1970-01-01 00:00:00.000000002,False,0,0,8.845235992257223,69.63093569092185,57,86.13278740418403,2020-02-07 12:00:00,12,7,4,2,87.32586184036104,111.48415555593212,91.1757333282601,109.83827298194744,86.0627147508949,96.66191690818441,100.72550513043618
15,1,1970-01-01 00:00:00.000000002,False,0,0,10.54128193506608,65.32664163606174,67,83.39268737481451,2020-02-07 15:00:00,15,7,4,2,86.13278740418403,87.32586184036104,111.48415555593212,91.1757333282601,91.45232182143047,94.98093493349239,100.73426421209732
18,1,1970-01-01 00:00:00.000000002,False,0,0,4.1152313509269405,75.39054824364007,115,123.05726730937845,2020-02-07 18:00:00,18,7,4,2,83.39268737481451,86.13278740418403,87.32586184036104,111.48415555593212,120.93616332539648,85.6171122064532,99.72680990627032
21,1,1970-01-01 00:00:00.000000002,False,0,0,4.595661421916522,77.5469634433007,113,116.92217369271242,2020-02-07 21:00:00,21,7,4,2,123.05726730937845,83.39268737481451,86.13278740418403,87.32586184036104,107.52881743926682,97.52758069612567,99.99194790426807
0,2,1970-01-01 00:00:00.000000002,True,0,0,1.2266329097978887,77.54426394151534,128,110.28212782200664,2020-02-08 00:00:00,0,8,5,2,116.92217369271242,123.05726730937845,83.39268737481451,86.13278740418403,109.83827298194744,107.79070945896846,101.16611743594876
3,2,1970-01-01 00:00:00.000000002,True,0,0,0.6680530304459809,78.73710887322709,137,108.57837472573227,2020-02-08 03:00:00,3,8,5,2,110.28212782200664,116.92217369271242,123.05726730937845,83.39268737481451,91.1757333282601,116.75385627469917,101.22159929095616
6,2,1970-01-01 00:00:00.000000002,True,0,0,7.488839357975505,70.5105139941201,146,90.72789391054106,2020-02-08 06:00:00,6,8,5,2,108.57837472573227,110.28212782200664,116.92217369271242,123.05726730937845,111.48415555593212,111.92755874681711,103.3969294656402
9,2,1970-01-01 00:00:00.000000002,True,0,0,9.553922066260544,77.01566762979499,63,87.3217540511988,2020-02-08 09:00:00,9,8,5,2,90.72789391054106,108.57837472573227,110.28212782200664,116.92217369271242,87.32586184036104,103.19613215276,100.8023967599663
12,2,1970-01-01 00:00:00.000000002,True,0,0,10.096065785162784,67.28436203016268,57,74.57340641773943,2020-02-08 12:00:00,12,8,5,2,87.3217540511988,90.72789391054106,108.57837472573227,110.28212782200664,86.13278740418403,95.54267422915738,100.80188328632102
15,2,1970-01-01 00:00:00.000000002,True,0,0,9.673414538995855,71.20863015532615,61,75.87406841216959,2020-02-08 15:00:00,15,8,5,2,74.57340641773943,87.3217540511988,90.72789391054106,108.57837472573227,83.39268737481451,84.20768479315977,99.35696066301544
18,2,1970-01-01 00:00:00.000000002,True,0,0,6.288042501371539,73.3302045586294,128,121.70836574361088,2020-02-08 18:00:00,18,8,5,2,75.87406841216959,74.57340641773943,87.3217540511988,90.72789391054106,123.05726730937845,79.25640962703594,98.41713329268484
21,2,1970-01-01 00:00:00.000000002,True,0,0,0.9332375485267036,79.46751037821846,125,132.36409420174144,2020-02-08 21:00:00,21,8,5,2,121.70836574361088,75.87406841216959,74.57340641773943,87.3217540511988,116.92217369271242,90.71861352450664,98.2485205969639
0,3,1970-01-01 00:00:00.000000002,True,0,0,2.3716182871209623,83.98291791713855,110,100.41153489444164,2020-02-09 00:00:00,0,9,6,2,132.36409420174144,121.70836574361088,75.87406841216959,74.57340641773943,110.28212782200664,109.98217611917397,100.17876066059252
3,3,1970-01-01 00:00:00.000000002,True,0,0,2.218815452113426,82.13672616445055,143,101.25428094971598,2020-02-09 03:00:00,3,9,6,2,100.41153489444164,132.36409420174144,121.70836574361088,75.87406841216959,108.57837472573227,118.16133161326464,98.9449365446469
6,3,1970-01-01 00:00:00.000000002,True,0,0,7.035921413756876,67.41594528479872,143,97.67515529516557,2020-02-09 06:00:00,6,9,6,2,101.25428094971598,100.41153489444164,132.36409420174144,121.70836574361088,90.72789391054106,111.34330334863301,98.02942482264486
9,3,1970-01-01 00:00:00.000000002,True,0,0,8.688901907210543,73.89376208315156,69,73.03684065169253,2020-02-09 09:00:00,9,9,6,2,97.67515529516557,101.25428094971598,100.41153489444164,132.36409420174144,87.3217540511988,99.78032371310773,98.89783249572292
12,3,1970-01-01 00:00:00.000000002,True,0,0,9.691178581325824,65.87462349856307,52,75.12476341796486,2020-02-09 12:00:00,12,9,6,2,73.03684065169253,97.67515529516557,101.25428094971598,100.41153489444164,74.57340641773943,90.65542563219135,97.11221832078463
15,3,1970-01-01 00:00:00.000000002,True,0,0,9.470099760226455,63.80576187099878,56,73.32426874601404,2020-02-09 15:00:00,15,9,6,2,75.12476341796486,73.03684065169253,97.67515529516557,101.25428094971598,75.87406841216959,81.945586454941,97.18113794581282
18,3,1970-01-01 00:00:00.000000002,True,0,0,5.912261577296083,76.4604408472307,117,118.29146061336724,2020-02-09 18:00:00,18,9,6,2,73.32426874601404,75.12476341796486,73.03684065169253,97.67515529516557,121.70836574361088,73.82862427189048,96.86241298754337
21,3,1970-01-01 00:00:00.000000002,True,0,0,4.150098176270512,71.71769204910642,121,125.03716995377872,2020-02-09 21:00:00,21,9,6,2,118.29146061336724,73.32426874601404,75.12476341796486,73.03684065169253,132.36409420174144,88.91349759244872,96.43529984626291
0,4,1970-01-01 00:00:00.000000002,False,0,0,2.1838215398525063,75.8916305614437,120,97.26934075021347,2020-02-10 00:00:00,0,10,0,2,125.03716995377872,118.29146061336724,73.32426874601404,75.12476341796486,100.41153489444164,105.55096643771999,95.51943431526757
3,4,1970-01-01 00:00:00.000000002,False,0,0,2.958525040767119,74.87397388574811,138,92.73448496741447,2020-02-10 03:00:00,3,10,0,2,97.26934075021347,125.03716995377872,118.29146061336724,73.32426874601404,101.25428094971598,113.53265710578648,95.12666004723906
6,4,1970-01-01 00:00:00.000000002,False,0,0,5.802397627673763,78.1741785789944,140,105.90820832700015,2020-02-10 06:00:00,6,10,0,2,92.73448496741447,97.26934075021347,125.03716995377872,118.29146061336724,97.67515529516557,105.01366522380222,94.06168554945137
9,4,1970-01-01 00:00:00.000000002,False,0,0,9.178829054750237,64.86643013242181,56,77.7974650834466,2020-02-10 09:00:00,9,10,0,2,105.90820832700015,92.73448496741447,97.26934075021347,125.03716995377872,73.03684065169253,98.6373446815427,95.09081717843068
12,4,1970-01-01 00:00:00.000000002,False,0,0,11.346716766012785,63.96665698317807,68,81.28221564925961,2020-02-10 12:00:00,12,10,0,2,77.7974650834466,105.90820832700015,92.73448496741447,97.26934075021347,75.12476341796486,92.14671945928707,95.68589523239994
15,4,1970-01-01 00:00:00.000000002,False,0,0,7.983086180708617,82.0879027419906,52,80.72357060667873,2020-02-10 15:00:00,15,10,0,2,81.28221564925961,77.7974650834466,105.90820832700015,92.73448496741447,73.32426874601404,88.32929635323546,96.45557676131179
18,4,1970-01-01 00:00:00.000000002,False,0,0,9.685051168677557,65.95479202654046,117,102.4130361642578,2020-02-10 18:00:00,18,10,0,2,80.72357060667873,81.28221564925961,77.7974650834466,105.90820832700015,118.29146061336724,79.9344171131283,97.38048949389487
21,4,1970-01-01 00:00:00.000000002,False,0,0,2.0810512626353375,69.72960237075975,111,127.48354423092782,2020-02-10 21:00:00,21,10,0,2,102.4130361642578,80.72357060667873,81.28221564925961,77.7974650834466,125.03716995377872,88.13960747339871,95.3956864377562
0,5,1970-01-01 00:00:00.000000002,False,0,0,2.3411565786011463,82.21408520474975,89,100.7812860710542,2020-02-11 00:00:00,0,11,1,2,127.48354423092782,102.4130361642578,80.72357060667873,81.28221564925961,97.26934075021347,103.54005033395477,95.70148322239983
3,5,1970-01-01 00:00:00.000000002,False,0,0,2.1882246732469866,88.54416994980767,109,87.42031760040513,2020-02-11 03:00:00,3,11,1,2,100.7812860710542,127.48354423092782,102.4130361642578,80.72357060667873,92.73448496741447,110.2259554887466,96.14047638750492
6,5,1970-01-01 00:00:00.000000002,False,0,0,4.485523225279373,69.60250897508112,110,105.98061123820408,2020-02-11 06:00:00,6,11,1,2,87.42031760040513,100.7812860710542,127.48354423092782,102.4130361642578,105.90820832700015,105.22838263412905,95.47620546662876
9,5,1970-01-01 00:00:00.000000002,False,0,0,7.401438594081507,60.119888919026806,47,83.20539587297648,2020-02-11 09:00:00,9,11,1,2,105.98061123820408,87.42031760040513,100.7812860710542,127.48354423092782,77.7974650834466,98.06073830322113,95.48525583052924
12,5,1970-01-01 00:00:00.000000002,False,0,0,7.162421104574906,73.83707756647873,45,89.433760199785,2020-02-11 12:00:00,12,11,1,2,83.20539587297648,105.98061123820408,87.42031760040513,100.7812860710542,81.28221564925961,92.20210823719522,96.16124717922048
15,5,1970-01-01 00:00:00.000000002,False,0,0,9.134711214072492,66.29418315381581,39,84.11082515480243,2020-02-11 15:00:00,15,11,1,2,89.433760199785,83.20539587297648,105.98061123820408,87.42031760040513,80.72357060667873,92.87325577032185,97.18019024803615
18,5,1970-01-01 00:00:00.000000002,False,0,0,8.55615194100482,71.00857768840193,86,109.58854697392717,2020-02-11 18:00:00,18,11,1,2,84.11082515480243,89.433760199785,83.20539587297648,105.98061123820408,102.4130361642578,85.58332707585464,97.60359706655161
21,5,1970-01-01 00:00:00.000000002,False,0,0,0.4863818512964877,84.74878576754087,101,125.85991514930714,2020-02-11 21:00:00,21,11,1,2,109.58854697392717,84.11082515480243,89.433760199785,83.20539587297648,127.48354423092782,94.37771077617153,98.50053591776029
0,6,1970-01-01 00:00:00.000000002,False,0,0,2.900115158448026,78.13144787556901,105,104.22079241535856,2020-02-12 00:00:00,0,12,2,2,125.85991514930714,109.58854697392717,84.11082515480243,89.433760199785,100.7812860710542,106.51976242601224,98.2975822825577
3,6,1970-01-01 00:00:00.000000002,False,0,0,2.9445856398605565,81.284155756507,114,99.34265862240429,2020-02-12 03:00:00,3,12,2,2,104.22079241535856,125.85991514930714,109.58854697392717,84.11082515480243,87.42031760040513,113.22308484619764,98.72752057559575
6,6,1970-01-01 00:00:00.000000002,False,0,0,7.167238064369856,77.61785653977422,118,89.48550577188277,2020-02-12 06:00:00,6,12,2,2,99.34265862240429,104.22079241535856,125.85991514930714,109.58854697392717,105.98061123820408,109.80778872902333,100.21781320334564
9,6,1970-01-01 00:00:00.000000002,False,0,0,12.020739455903476,58.62886492608949,38,66.91776418799662,2020-02-12 09:00:00,9,12,2,2,89.48550577188277,99.34265862240429,104.22079241535856,125.85991514930714,83.20539587297648,97.68298560321522,98.15592502005549
12,6,1970-01-01 00:00:00.000000002,False,0,0,8.359179723244404,68.35704973346172,55,90.43955322224862,2020-02-12 12:00:00,12,12,2,2,66.91776418799662,89.48550577188277,99.34265862240429,104.22079241535856,89.433760199785,85.24864286076122,96.119971059433
15,6,1970-01-01 00:00:00.000000002,False,0,0,8.152158297405213,67.45034746854509,52,92.26571003449008,2020-02-12 15:00:00,15,12,2,2,90.43955322224862,66.91776418799662,89.48550577188277,99.34265862240429,84.11082515480243,82.28094106070934,96.24569518724094
18,6,1970-01-01 00:00:00.000000002,False,0,0,6.685607290959574,74.54668324888195,88,118.09483180850266,2020-02-12 18:00:00,18,12,2,2,92.26571003449008,90.43955322224862,66.91776418799662,89.48550577188277,109.58854697392717,83.20767581491178,97.26505579720191
21,6,1970-01-01 00:00:00.000000002,False,0,0,5.669674207630086,80.93029062088773,98,104.89797302519295,2020-02-12 21:00:00,21,12,2,2,118.09483180850266,92.26571003449008,90.43955322224862,66.91776418799662,125.85991514930714,100.26669835508045,98.32834140152384
0,0,1970-01-01 00:00:00.000000002,False,0,0,1.9540067132693608,71.79759753748341,115,104.4054318166263,2020-02-13 00:00:00,0,13,3,2,104.89797302519295,118.09483180850266,92.26571003449008,90.43955322224862,104.22079241535856,105.08617162272856,95.70809863600957
3,0,1970-01-01 00:00:00.000000002,False,0,0,3.0429535704819455,74.82749541928149,141,93.013268816071,2020-02-13 03:00:00,3,13,3,2,104.4054318166263,104.89797302519295,118.09483180850266,92.26571003449008,99.34265862240429,109.1327455501073,95.73117856116804
6,0,1970-01-01 00:00:00.000000002,False,0,0,6.4193695491528775,66.76194614117402,138,102.7529772981157,2020-02-13 06:00:00,6,13,3,2,93.013268816071,104.4054318166263,104.89797302519295,118.09483180850266,89.48550577188277,100.77222455263008,94.94000483537637
9,0,1970-01-01 00:00:00.000000002,False,0,0,11.7447766040497,58.00385573308552,54,72.09649662641704,2020-02-13 09:00:00,9,13,3,2,102.7529772981157,93.013268816071,104.4054318166263,104.89797302519295,66.91776418799662,100.05722597693767,96.59843877615549
12,0,1970-01-01 00:00:00.000000002,False,0,0,11.498399468397112,67.00371254537964,50,80.29235191791165,2020-02-13 12:00:00,12,13,3,2,72.09649662641704,102.7529772981157,93.013268816071,104.4054318166263,90.43955322224862,89.28758091353457,97.24578033095804
15,0,1970-01-01 00:00:00.000000002,False,0,0,9.162081435253803,75.56585152080977,63,73.17734270407007,2020-02-13 15:00:00,15,13,3,2,80.29235191791165,72.09649662641704,102.7529772981157,93.013268816071,92.26571003449008,85.0472752808148,95.97738016791592
18,0,1970-01-01 00:00:00.000000002,False,0,0,3.9974661399629015,79.08548308342759,125,116.31263046011404,2020-02-13 18:00:00,18,13,3,2,73.17734270407007,80.29235191791165,72.09649662641704,102.7529772981157,118.09483180850266,75.18873041613291,93.59133425161342
21,0,1970-01-01 00:00:00.000000002,False,0,0,3.1223450120264293,75.77722044856544,123,116.06080126606706,2020-02-13 21:00:00,21,13,3,2,116.31263046011404,73.17734270407007,80.29235191791165,72.09649662641704,104.89797302519295,89.92744169403193,93.36855908306484
0,1,1970-01-01 00:00:00.000000002,False,0,0,6.379078316144067,70.65634997470981,112,95.96817025050332,2020-02-14 00:00:00,0,14,4,2,116.06080126606706,116.31263046011404,73.17734270407007,80.29235191791165,104.4054318166263,101.85025814341707,94.76391261317411
3,1,1970-01-01 00:00:00.000000002,False,0,0,1.1437258046426462,83.1430642034587,138,112.4314264325726,2020-02-14 03:00:00,3,14,4,2,95.96817025050332,116.06080126606706,116.31263046011404,73.17734270407007,93.013268816071,109.44720065889481,93.70925491740874
6,1,1970-01-01 00:00:00.000000002,False,0,0,5.884068481402539,72.27584937950854,141,109.65787343779816,2020-02-14 06:00:00,6,14,4,2,112.4314264325726,95.96817025050332,116.06080126606706,116.31263046011404,102.7529772981157,108.15346598304764,96.13652461947143
9,1,1970-01-01 00:00:00.000000002,False,0,0,6.585404178914105,67.85939921485691,50,86.44222338622599,2020-02-14 09:00:00,9,14,4,2,109.65787343779816,112.4314264325726,95.96817025050332,116.06080126606706,72.09649662641704,106.01915670695803,96.99963663693174
12,1,1970-01-01 00:00:00.000000002,False,0,0,11.360429182919065,62.8106010166568,60,76.66949951189443,2020-02-14 12:00:00,12,14,4,2,86.44222338622599,109.65787343779816,112.4314264325726,95.96817025050332,80.29235191791165,102.84384108553225,98.79285248190786
15,1,1970-01-01 00:00:00.000000002,False,0,0,8.039020863389842,60.210569747204424,61,87.36738479888258,2020-02-14 15:00:00,15,14,4,2,76.66949951189443,86.44222338622599,109.65787343779816,112.4314264325726,73.17734270407007,90.92319877863952,98.33999593115571
18,1,1970-01-01 00:00:00.000000002,False,0,0,6.493264674687882,74.71647853730325,124,111.1037096984264,2020-02-14 18:00:00,18,14,4,2,87.36738479888258,76.66949951189443,86.44222338622599,109.65787343779816,116.31263046011404,83.49303589900099,100.11375119300727
21,1,1970-01-01 00:00:00.000000002,False,0,0,4.743535477243,80.16510486974121,110,115.673957871393,2020-02-14 21:00:00,21,14,4,2,111.1037096984264,87.36738479888258,76.66949951189443,86.44222338622599,116.06080126606706,91.71353133640115,99.46263609779632
0,2,1970-01-01 00:00:00.000000002,True,0,0,3.7638231542476968,80.14948441220989,121,94.7402078712057,2020-02-15 00:00:00,0,15,5,2,115.673957871393,111.1037096984264,87.36738479888258,76.66949951189443,95.96817025050332,104.71501745623398,99.41428067346206
3,2,1970-01-01 00:00:00.000000002,True,0,0,2.5101670671396956,80.05777379874009,139,93.85529659836304,2020-02-15 03:00:00,3,15,5,2,94.7402078712057,115.673957871393,111.1037096984264,87.36738479888258,112.4314264325726,107.17262514700836,99.26078537604985
6,2,1970-01-01 00:00:00.000000002,True,0,0,8.051659640709934,62.24815338783363,144,97.88952613406866,2020-02-15 06:00:00,6,15,5,2,93.85529659836304,94.7402078712057,115.673957871393,111.1037096984264,109.65787343779816,101.42315411365392,96.93876914677365
9,2,1970-01-01 00:00:00.000000002,True,0,0,9.56642899999138,64.80444444256428,64,70.38173429933268,2020-02-15 09:00:00,9,15,5,2,97.88952613406866,93.85529659836304,94.7402078712057,115.673957871393,86.44222338622599,95.49501020121245,95.46772573380747
12,2,1970-01-01 00:00:00.000000002,True,0,0,7.982874839000708,60.490321298766546,62,84.50049128057071,2020-02-15 12:00:00,12,15,5,2,70.38173429933268,97.88952613406866,93.85529659836304,94.7402078712057,76.66949951189443,87.37551901058812,93.4601645979458
15,2,1970-01-01 00:00:00.000000002,True,0,0,8.181466543608586,64.66751513667454,66,85.30629020430673,2020-02-15 15:00:00,15,15,5,2,84.50049128057071,70.38173429933268,97.88952613406866,93.85529659836304,87.36738479888258,84.25725057132401,94.43903856903034
18,2,1970-01-01 00:00:00.000000002,True,0,0,8.203283302750666,75.9002180819186,123,111.90434443165584,2020-02-15 18:00:00,18,15,5,2,85.30629020430673,84.50049128057071,70.38173429933268,97.88952613406866,111.1037096984264,80.0628385947367,94.18140174470837
21,2,1970-01-01 00:00:00.000000002,True,0,0,3.5985645236631596,77.42618614904667,122,123.4045190516224,2020-02-15 21:00:00,21,15,5,2,111.90434443165584,85.30629020430673,84.50049128057071,70.38173429933268,115.673957871393,93.90370863884442,94.28148108636205
0,3,1970-01-01 00:00:00.000000002,True,0,0,3.8492421892509863,72.19467096253733,122,92.53120097383906,2020-02-16 00:00:00,0,16,6,2,123.4045190516224,111.90434443165584,85.30629020430673,84.50049128057071,94.7402078712057,106.87171789586165,95.24780123389073
3,3,1970-01-01 00:00:00.000000002,True,0,0,3.4307654973613264,67.25830711574696,143,96.3672637485831,2020-02-16 03:00:00,3,16,6,2,92.53120097383906,123.4045190516224,111.90434443165584,85.30629020430673,93.85529659836304,109.28002148570577,94.9716753717199
6,3,1970-01-01 00:00:00.000000002,True,0,0,7.506303509894067,74.28455597571705,145,99.4238019779278,2020-02-16 06:00:00,6,16,6,2,96.3672637485831,92.53120097383906,123.4045190516224,111.90434443165584,97.88952613406866,104.1009945913482,95.2856712654974
9,3,1970-01-01 00:00:00.000000002,True,0,0,11.153023227770165,62.057040668792865,65,74.5006549449509,2020-02-16 09:00:00,9,16,6,2,99.4238019779278,96.3672637485831,92.53120097383906,123.4045190516224,70.38173429933268,96.10742223345,95.4774557459798
12,3,1970-01-01 00:00:00.000000002,True,0,0,10.949748921626764,71.44384304474222,65,82.60998251228644,2020-02-16 12:00:00,12,16,6,2,74.5006549449509,99.4238019779278,96.3672637485831,92.53120097383906,84.50049128057071,90.0972402238206,95.99232082668206
15,3,1970-01-01 00:00:00.000000002,True,0,0,10.294682756687084,77.28919921252559,63,72.52174155832766,2020-02-16 15:00:00,15,16,6,2,82.60998251228644,74.5006549449509,99.4238019779278,96.3672637485831,85.30629020430673,85.51147981172171,95.75600723064653
18,3,1970-01-01 00:00:00.000000002,True,0,0,6.4075888502723,63.307051579161914,118,116.4801877185654,2020-02-16 18:00:00,18,16,6,2,72.52174155832766,82.60998251228644,74.5006549449509,99.4238019779278,111.90434443165584,76.54412633852166,94.15793864989915
21,3,1970-01-01 00:00:00.000000002,True,0,0,4.708224594168479,75.14950702525545,127,113.95882246717098,2020-02-16 21:00:00,21,16,6,2,116.4801877185654,72.52174155832766,82.60998251228644,74.5006549449509,123.4045190516224,90.53730392972652,94.72991906076284
0,4,1970-01-01 00:00:00.000000002,False,0,0,2.6213930728017374,73.53233290722054,128,97.94861519464727,2020-02-17 00:00:00,0,17,0,2,113.95882246717098,116.4801877185654,72.52174155832766,82.60998251228644,92.53120097383906,100.98691724802136,93.54920698770641
3,4,1970-01-01 00:00:00.000000002,False,0,0,7.035052291645737,63.83356937239526,140,89.430750225018,2020-02-17 03:00:00,3,17,0,2,97.94861519464727,113.95882246717098,116.4801877185654,72.52174155832766,96.3672637485831,109.4625417934612,94.22638376530743
6,4,1970-01-01 00:00:00.000000002,False,0,0,7.663775051435428,80.7279996213241,144,102.03478429828576,2020-02-17 06:00:00,6,17,0,2,89.430750225018,97.94861519464727,113.95882246717098,116.4801877185654,99.4238019779278,100.44606262894541,93.35931957486181
9,4,1970-01-01 00:00:00.000000002,False,0,0,9.92966581238144,71.79850162625014,57,75.88858310852777,2020-02-17 09:00:00,9,17,0,2,102.03478429828576,89.430750225018,97.94861519464727,113.95882246717098,74.5006549449509,96.471383239317,93.68569236490654
12,4,1970-01-01 00:00:00.000000002,False,0,0,9.358963915452112,66.04853325218521,54,90.82114466582516,2020-02-17 12:00:00,12,17,0,2,75.88858310852777,102.03478429828576,89.430750225018,97.94861519464727,82.60998251228644,89.1180392106105,93.85918338535366
15,4,1970-01-01 00:00:00.000000002,False,0,0,9.987617473733351,64.72227802081304,62,78.76909665245432,2020-02-17 15:00:00,15,17,0,2,90.82114466582516,75.88858310852777,102.03478429828576,89.430750225018,72.52174155832766,89.58150402421289,94.885578654546
18,4,1970-01-01 00:00:00.000000002,False,0,0,4.548336876720931,81.55709366927938,127,118.69096767064624,2020-02-17 18:00:00,18,17,0,2,78.76909665245432,90.82114466582516,75.88858310852777,102.03478429828576,116.4801877185654,81.82627480893575,95.66649804131183
21,4,1970-01-01 00:00:00.000000002,False,0,0,3.691117768209753,82.70988081117531,115,116.70285133596217,2020-02-17 21:00:00,21,17,0,2,118.69096767064624,78.76909665245432,90.82114466582516,75.88858310852777,113.95882246717098,96.09373632964191,95.94284553532194
